"","species","id","order","family","genus","Pr","Jetz.species","match"
"5997","Oriolus brachyrhynchus","ACCTAC01_Oriolus brachyrhynchus","Passeriformes","Corvidae","Oriolus",0,"Oriolus_brachyrhynchus","yes"
"5998","Oriolus oriolus","ORORI03_Oriolus oriolus","Passeriformes","Corvidae","Oriolus",0,"Oriolus_oriolus","yes"
"6003","Ortalis canicollis","ORTCAN01_Ortalis canicollis","Galliformes","Cracidae","Ortalis",0,NA,NA
"6004","Orthonyx spaldingii","ORTSPA01_Orthonyx spaldingii","Passeriformes","Orthonychidae","Orthonyx",0,"Orthonyx_spaldingii","yes"
"6005","Orthotomus cucullatus","GRW04_Orthotomus cucullatus","Passeriformes","Cisticolidae","Orthotomus",1,"Orthotomus_cuculatus","no"
"6006","Orthotomus sutorius","UPUPA01_Orthotomus sutorius","Passeriformes","Cisticolidae","Orthotomus",0,"Orthotomus_sutorius","yes"
"6009","Otus bakkamoena","ORW1_Otus bakkamoena","Strigiformes","Strigidae","Otus",0,NA,NA
"6010","Otus lempiji","OTULEM04_Otus lempiji","Strigiformes","Strigidae","Otus",0,NA,NA
"6015","Otus lettia","OTULET01_Otus lettia","Strigiformes","Strigidae","Otus",0,NA,NA
"6020","Otus megalotis","OTUMEG01_Otus megalotis","Strigiformes","Strigidae","Otus",0,"Otus_megalotis","yes"
"6021","Otus scops","OTUSCO09_Otus scops","Strigiformes","Strigidae","Otus",0,"Otus_scops","yes"
"6042","Otus sunia","OTUSCO03_Otus sunia","Strigiformes","Strigidae","Otus",0,"Otus_sunia","yes"
"6045","Oxylabes madagascariensis","FOMAD01_Oxylabes madagascariensis","Passeriformes","Timaliidae","Oxylabes",0,NA,NA
"6047","Pachycephala caledonica","PACCAL01_Pachycephala caledonica","Passeriformes","Undefined bird family","Pachycephala",0,"Pachycephala_caledonica","yes"
"6048","Pachycephala homeyeri","SARCAL02_Pachycephala homeyeri","Passeriformes","Undefined bird family","Pachycephala",0,"Pachycephala_homeyeri","yes"
"6051","Pachycephala hyperythra","PACHYP01_Pachycephala hyperythra","Passeriformes","Undefined bird family","Pachycephala",0,NA,NA
"6052","Pachycephala pectoralis","PHYNOT02_Pachycephala pectoralis","Passeriformes","Undefined bird family","Pachycephala",0,"Pachycephala_pectoralis","yes"
"6055","Pachycephala schlegelii","PACHYP01_Pachycephala schlegelii","Passeriformes","Undefined bird family","Pachycephala",0,NA,NA
"6058","Pachycephala simplex","FANTAIL01_Pachycephala simplex","Passeriformes","Undefined bird family","Pachycephala",0,"Pachycephala_simplex","yes"
"6060","Pachycephalopsis poliosoma","PACHYP01_Pachycephalopsis poliosoma","Passeriformes","Petroicidae","Pachycephalopsis",0,NA,NA
"6061","Pachyptila belcheri","SGS1_Pachyptila belcheri","Procellariiformes","Procellariidae","Pachyptila",1,"Pachyptila_belcheri","yes"
"6062","Pachyramphus albogriseus","PAPOL01_Pachyramphus albogriseus","Passeriformes","Tyrannidae","Pachyramphus",0,"Pachyramphus_albogriseus","yes"
"6063","Pachyramphus marginatus","PAPOL03_Pachyramphus marginatus","Passeriformes","Tyrannidae","Pachyramphus",0,"Pachyramphus_marginatus","yes"
"6065","Pachyramphus polychopterus","FULEU01_Pachyramphus polychopterus","Passeriformes","Tyrannidae","Pachyramphus",0,"Pachyramphus_polychopterus","yes"
"6075","Pachyramphus rufus","PACRUF01_Pachyramphus rufus","Passeriformes","Tyrannidae","Pachyramphus",0,"Pachyramphus_rufus","yes"
"6076","Pachyramphus validus","PACVAL01_Pachyramphus validus","Passeriformes","Tyrannidae","Pachyramphus",0,"Pachyramphus_validus","yes"
"6078","Pachyramphus versicolor","PAVER01_Pachyramphus versicolor","Passeriformes","Tyrannidae","Pachyramphus",0,"Pachyramphus_versicolor","yes"
"6079","Pachyramphus viridis","TULEU06_Pachyramphus viridis","Passeriformes","Tyrannidae","Pachyramphus",0,"Pachyramphus_viridis","yes"
"6080","Panurus biarmicus","PARUS1_Panurus biarmicus","Passeriformes","Panuridae","Panurus",0,"Panurus_biarmicus","yes"
"6086","Paradoxornis webbianus","GRW04_Paradoxornis webbianus","Passeriformes","Muscicapidae","Paradoxornis",1,"Paradoxornis_webbianus","yes"
"6087","Paramythia montium","PARMON01_Paramythia montium","Passeriformes","Paramythiidae","Paramythia",0,NA,NA
"6088","Pardalotus punctatus","PARPUN01_Pardalotus punctatus","Passeriformes","Pardalotidae","Pardalotus",0,"Pardalotus_punctatus","yes"
"6090","Pardalotus striatus","CLIPIC01_Pardalotus striatus","Passeriformes","Pardalotidae","Pardalotus",0,"Pardalotus_striatus","yes"
"6091","Pardirallus sanguinolentus","MOLBAD01_Pardirallus sanguinolentus","Gruiformes","Rallidae","Pardirallus",0,"Pardirallus_sanguinolentus","yes"
"6092","Parmoptila woodhousei","CELEC01_Parmoptila woodhousei","Passeriformes","Estrildidae","Parmoptila",0,"Parmoptila_woodhousei","yes"
"6093","Paroaria capitata","BUVIR04_Paroaria capitata","Passeriformes","Fringillidae","Paroaria",0,"Paroaria_capitata","yes"
"6106","Paroaria coronata","ICTCAY01_Paroaria coronata","Passeriformes","Fringillidae","Paroaria",0,"Paroaria_coronata","yes"
"6109","Paroaria dominicana","BAFLA04_Paroaria dominicana","Passeriformes","Fringillidae","Paroaria",0,"Paroaria_dominicana","yes"
"6112","Paroaria gularis","PARGUL01_Paroaria gularis","Passeriformes","Fringillidae","Paroaria",0,"Paroaria_gularis","yes"
"6114","Parula americana","TABI02_Parula americana","Passeriformes","Parulidae","Parula",0,"Parula_americana","yes"
"6116","Parula pitiayumi","DENPET03_Parula pitiayumi","Passeriformes","Parulidae","Parula",0,"Parula_pitiayumi","yes"
"6118","Parula superciliosa","SETAUD21_Parula superciliosa","Passeriformes","Parulidae","Parula",0,NA,NA
"6119","Parus carolinensis","POECAR02_Parus carolinensis","Passeriformes","Paridae","Parus",0,NA,NA
"6136","Parus major","PARUS28_Parus major","Passeriformes","Paridae","Parus",0,"Parus_major","yes"
"6220","Parus minor","FICNAR02_Parus minor","Passeriformes","Paridae","Parus",0,NA,NA
"6224","Parus monticolus","DELURB5_Parus monticolus","Passeriformes","Paridae","Parus",0,NA,NA
"6225","Parus palustris","POEPAL01_Parus palustris","Passeriformes","Paridae","Parus",0,"Parus_palustris","yes"
"6244","Parus venustulus","PARVEN02_Parus venustulus","Passeriformes","Paridae","Parus",0,"Parus_venustulus","yes"
"6251","Passer diffusus","PAMEL01_Passer diffusus","Passeriformes","Passeridae","Passer",0,"Passer_diffusus","yes"
"6263","Passer domesticus","PADOM16_Passer domesticus","Passeriformes","Passeridae","Passer",0,"Passer_domesticus","yes"
"6331","Passer griseus","PAGRI03_Passer griseus","Passeriformes","Passeridae","Passer",0,"Passer_griseus","yes"
"6337","Passer hispaniolensis","PAHIS2_Passer hispaniolensis","Passeriformes","Passeridae","Passer",0,"Passer_hispaniolensis","yes"
"6354","Passer luteus","SGS1_Passer luteus","Passeriformes","Passeridae","Passer",1,"Passer_luteus","yes"
"6356","Passer melanurus","PAMEL01_Passer melanurus","Passeriformes","Passeridae","Passer",0,"Passer_melanurus","yes"
"6360","Passer moabiticus","PADOM05_Passer moabiticus","Passeriformes","Passeridae","Passer",0,"Passer_moabiticus","yes"
"6361","Passer montanus","PYERY01_Passer montanus","Passeriformes","Passeridae","Passer",0,"Passer_montanus","yes"
"6378","Passer rufocinctus","SGS1_Passer rufocinctus","Passeriformes","Passeridae","Passer",1,"Passer_rufocinctus","yes"
"6380","Passerculus sandwichensis","SPIARB01_Passerculus sandwichensis","Passeriformes","Fringillidae","Passerculus",0,"Passerculus_sandwichensis","yes"
"6395","Passerella iliaca","CB1_Passerella iliaca","Passeriformes","Fringillidae","Passerella",0,"Passerella_iliaca","yes"
"6402","Passerina amoena","GEOTRI02_Passerina amoena","Passeriformes","Fringillidae","Passerina",0,"Passerina_amoena","yes"
"6403","Passerina ciris","PADOM11_Passerina ciris","Passeriformes","Fringillidae","Passerina",0,NA,NA
"6404","Passerina cyanea","CARCAR09_Passerina cyanea","Passeriformes","Fringillidae","Passerina",0,"Passerina_cyanea","yes"
"6414","Patagioenas fasciata","PATFAS01_Patagioenas fasciata","Columbiformes","Columbidae","Patagioenas",0,NA,NA
"6419","Patagioenas plumbea","COLPLU02_Patagioenas plumbea","Columbiformes","Columbidae","Patagioenas",0,NA,NA
"6423","Patagona gigas","TROAED20_Patagona gigas","Trochiliformes","Trochilidae","Patagona",0,NA,NA
"6426","Pavo cristatus","DENVID01_Pavo cristatus","Galliformes","Phasianidae","Pavo",0,"Pavo_cristatus","yes"
"6428","Pellorneum albiventre","ALPOI01_Pellorneum albiventre","Passeriformes","Timaliidae","Pellorneum",0,NA,NA
"6433","Pellorneum capistratum","PELCAP01_Pellorneum capistratum","Passeriformes","Timaliidae","Pellorneum",0,"Pellorneum_capistratum","yes"
"6434","Pellorneum ruficeps","NILSUN01_Pellorneum ruficeps","Passeriformes","Timaliidae","Pellorneum",0,"Pellorneum_ruficeps","yes"
"6436","Penelope jacquacu","PENJAC01_Penelope jacquacu","Galliformes","Cracidae","Penelope",0,"Penelope_jacquacu","yes"
"6437","Penelope obscura","PENOBS01_Penelope obscura","Galliformes","Cracidae","Penelope",0,"Penelope_obscura","yes"
"6438","Penelope superciliaris","NYCNYC01_Penelope superciliaris","Galliformes","Cracidae","Penelope",0,"Penelope_superciliaris","yes"
"6439","Penelopides panini","PENPAN01_Penelopides panini","Bucerotiformes","Bucerotidae","Penelopides",0,"Penelopides_panini","yes"
"6444","Peneothello bimaculata","PENBIM02_Peneothello bimaculata","Passeriformes","Petroicidae","Peneothello",0,NA,NA
"6447","Peneothello cyanus","MELSTR04_Peneothello cyanus","Passeriformes","Petroicidae","Peneothello",0,NA,NA
"6452","Peneothello sigillata","PENCYA03_Peneothello sigillata","Passeriformes","Petroicidae","Peneothello",0,NA,NA
"6453","Perdix perdix","SGS1_Perdix perdix","Galliformes","Phasianidae","Perdix",1,"Perdix_perdix","yes"
"6454","Pericrocotus cinnamomeus","PICAN01_Pericrocotus cinnamomeus","Passeriformes","Campephagidae","Pericrocotus",0,"Pericrocotus_cinnamomeus","yes"
"6455","Pericrocotus erythropygius","PICAN01_Pericrocotus erythropygius","Passeriformes","Campephagidae","Pericrocotus",0,"Pericrocotus_erythropygius","yes"
"6456","Periparus ater","PERATE04_Periparus ater","Passeriformes","Paridae","Periparus",0,"Parus_ater","no"
"6478","Perisoreus canadensis","PERCAN04_Perisoreus canadensis","Passeriformes","Corvidae","Perisoreus",0,"Perisoreus_canadensis","yes"
"6492","Petrochelidon pyrrhonota","BT7_Petrochelidon pyrrhonota","Passeriformes","Hirundinidae","Petrochelidon",0,"Petrochelidon_pyrrhonota","yes"
"6496","Petroica australis","SYAT05_Petroica australis","Passeriformes","Petroicidae","Petroica",0,"Petroica_australis","yes"
"6498","Petroica longipes","GRW06_Petroica longipes","Passeriformes","Petroicidae","Petroica",0,"Petroica_australis","no"
"6499","Petroica macrocephala","SYAT05_Petroica macrocephala","Passeriformes","Petroicidae","Petroica",0,"Petroica_macrocephala","yes"
"6500","Petronia dentata","BUPE1_Petronia dentata","Passeriformes","Passeridae","Petronia",0,"Petronia_dentata","yes"
"6502","Petronia petronia","PETPET02_Petronia petronia","Passeriformes","Passeridae","Petronia",0,NA,NA
"6504","Peucedramus taeniatus","ALEDIA01_Peucedramus taeniatus","Passeriformes","Fringillidae","Peucedramus",0,NA,NA
"6505","Phaenicophilus palmarum","PHALA01_Phaenicophilus palmarum","Passeriformes","Fringillidae","Phaenicophilus",0,"Phaenicophilus_palmarum","yes"
"6507","Phaeomyias murina","PHPAT01_Phaeomyias murina","Passeriformes","Tyrannidae","Phaeomyias",0,"Phaeomyias_murina","yes"
"6511","Phaeothlypis fulvicauda","PADOM09_Phaeothlypis fulvicauda","Passeriformes","Fringillidae","Phaeothlypis",0,"Phaeothlypis_fulvicauda","yes"
"6513","Phaethornis baroni","TROAED15_Phaethornis baroni","Trochiliformes","Trochilidae","Phaethornis",0,"Phaethornis_longirostris","no"
"6514","Phaethornis griseogularis","TROAED20_Phaethornis griseogularis","Trochiliformes","Trochilidae","Phaethornis",0,"Phaethornis_griseogularis","yes"
"6515","Phaethornis guy","PHASYR02_Phaethornis guy","Trochiliformes","Trochilidae","Phaethornis",0,"Phaethornis_guy","yes"
"6519","Phaethornis hispidus","COHEL01_Phaethornis hispidus","Trochiliformes","Trochilidae","Phaethornis",0,NA,NA
"6521","Phaethornis malaris","PHAMAL02_Phaethornis malaris","Trochiliformes","Trochilidae","Phaethornis",0,"Phaethornis_malaris","yes"
"6529","Phaethornis philippii","GEOTRY01_Phaethornis philippii","Trochiliformes","Trochilidae","Phaethornis",0,NA,NA
"6530","Phaethornis ruber","COETOR01_Phaethornis ruber","Trochiliformes","Trochilidae","Phaethornis",0,NA,NA
"6533","Phaethornis striigularis","PHASYR02_Phaethornis striigularis","Trochiliformes","Trochilidae","Phaethornis",0,"Phaethornis_striigularis","yes"
"6536","Phaethornis superciliosus","TROAED15_Phaethornis superciliosus","Trochiliformes","Trochilidae","Phaethornis",0,"Phaethornis_superciliosus","yes"
"6537","Phaethornis syrmatophorus","TROAED20_Phaethornis syrmatophorus","Trochiliformes","Trochilidae","Phaethornis",0,"Phaethornis_syrmatophorus","yes"
"6543","Phaethornis yaruqui","TROAED15_Phaethornis yaruqui","Trochiliformes","Trochilidae","Phaethornis",0,"Phaethornis_yaruqui","yes"
"6545","Phalacrocorax brasilianus","PHABRA01_Phalacrocorax brasilianus","Pelecaniformes","Phalacrocoracidae","Phalacrocorax",0,NA,NA
"6547","Phalacrocorax carbo","ORW1_Phalacrocorax carbo","Pelecaniformes","Phalacrocoracidae","Phalacrocorax",0,"Phalacrocorax_carbo","yes"
"6553","Phasianus colchicus","PADOM02_Phasianus colchicus","Galliformes","Phasianidae","Phasianus",0,"Phasianus_colchicus","yes"
"6554","Phasidus niger","AGNIG02_Phasidus niger","Galliformes","Numididae","Agelastes",0,"Agelastes_niger","no"
"6555","Phedina borbonica","GRW09_Phedina borbonica","Passeriformes","Hirundinidae","Phedina",0,"Phedina_borbonica","yes"
"6556","Pheucticus chrysogaster","GEOFRE01_Pheucticus chrysogaster","Passeriformes","Fringillidae","Pheucticus",0,NA,NA
"6564","Pheucticus ludovicianus","PIRFLA02_Pheucticus ludovicianus","Passeriformes","Fringillidae","Pheucticus",0,NA,NA
"6572","Pheucticus melanocephalus","PHEMEL01_Pheucticus melanocephalus","Passeriformes","Fringillidae","Pheucticus",0,"Pheucticus_melanocephalus","yes"
"6577","Pheugopedius eisenmanni","ZOCAP15_Pheugopedius eisenmanni","Passeriformes","Certhiidae","Pheugopedius",0,NA,NA
"6584","Pheugopedius genibarbis","CANLEU01_Pheugopedius genibarbis","Passeriformes","Certhiidae","Pheugopedius",0,"Thryothorus_genibarbis","no"
"6587","Philemon buceroides","PHIBUC01_Philemon buceroides","Passeriformes","Meliphagidae","Philemon",0,"Philemon_buceroides","yes"
"6588","Philepitta castanea","GRW09_Philepitta castanea","Passeriformes","Philepittidae","Philepitta",0,"Philepitta_castanea","yes"
"6593","Philesturnus carunculatus","BELL01_Philesturnus carunculatus","Passeriformes","Callaeatidae","Creadion",0,"Philesturnus_carunculatus","yes"
"6596","Philohydor lictor","PHILIC01_Philohydor lictor","Passeriformes","Tyrannidae","Philohydor",0,NA,NA
"6597","Philomachus pugnax","TURDUS1_Philomachus pugnax","Charadriiformes","Scolopacidae","Philomachus",0,"Philomachus_pugnax","yes"
"6604","Philydor erythrocercum","ZOCAP15_Philydor erythrocercum","Passeriformes","Furnariidae","Philydor",0,NA,NA
"6611","Philydor erythropterum","PHIERY02_Philydor erythropterum","Passeriformes","Furnariidae","Philydor",0,"Philydor_erythropterum","yes"
"6613","Philydor rufum","CONLIN05_Philydor rufum","Passeriformes","Furnariidae","Philydor",0,"Philydor_rufum","yes"
"6614","Phlegopsis erythroptera","PHIERY03_Phlegopsis erythroptera","Passeriformes","Thamnophilidae","Phlegopsis",0,"Phlegopsis_erythroptera","yes"
"6615","Phlegopsis nigromaculata","MYRMAX01_Phlegopsis nigromaculata","Passeriformes","Thamnophilidae","Phlegopsis",0,"Phlegopsis_nigromaculata","yes"
"6629","Phleocryptes melanops","SGS1_Phleocryptes melanops","Passeriformes","Furnariidae","Phleocryptes",1,"Phleocryptes_melanops","yes"
"6630","Phodilus badius","PHOBAD01_Phodilus badius","Strigiformes","Tytonidae","Phodilus",0,NA,NA
"6631","Phoeniconaias minor","CHRKLA02_Phoeniconaias minor","Phoenicopteriformes","Phoenicopteridae","Phoeniconaias",0,"Phoeniconaias_minor","yes"
"6633","Phoenicopterus chilensis","DENPET03_Phoenicopterus chilensis","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus",0,"Phoenicopterus_chilensis","yes"
"6636","Phoenicopterus roseus","GRW11_Phoenicopterus roseus","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus",1,NA,NA
"6639","Phoenicurus moussieri","LK06_Phoenicurus moussieri","Passeriformes","Muscicapidae","Phoenicurus",0,"Phoenicurus_moussieri","yes"
"6643","Phoenicurus ochruros","SGS1_Phoenicurus ochruros","Passeriformes","Muscicapidae","Phoenicurus",1,"Phoenicurus_ochruros","yes"
"6645","Phoenicurus phoenicurus","BT2_Phoenicurus phoenicurus","Passeriformes","Muscicapidae","Phoenicurus",0,"Phoenicurus_phoenicurus","yes"
"6660","Phrygilus alaudinus","PHALA01_Phrygilus alaudinus","Passeriformes","Fringillidae","Phrygilus",0,"Phrygilus_alaudinus","yes"
"6662","Phrygilus atriceps","ZOCAP08_Phrygilus atriceps","Passeriformes","Fringillidae","Phrygilus",0,NA,NA
"6681","Phrygilus fruticeti","OCHLEU02_Phrygilus fruticeti","Passeriformes","Fringillidae","Phrygilus",0,"Phrygilus_fruticeti","yes"
"6691","Phrygilus gayi","PHRPLE01_Phrygilus gayi","Passeriformes","Fringillidae","Phrygilus",0,NA,NA
"6693","Phrygilus patagonicus","APSPI05_Phrygilus patagonicus","Passeriformes","Fringillidae","Phrygilus",0,"Phrygilus_patagonicus","yes"
"6701","Phrygilus plebejus","PHRPLE01_Phrygilus plebejus","Passeriformes","Fringillidae","Phrygilus",0,NA,NA
"6704","Phrygilus punensis","ZOCAP08_Phrygilus punensis","Passeriformes","Fringillidae","Phrygilus",0,NA,NA
"6708","Phyllastrephus albigularis","GRW09_Phyllastrephus albigularis","Passeriformes","Pycnonotidae","Phyllastrephus",0,NA,NA
"6709","Phyllastrephus cerviniventris","QUERY01_Phyllastrephus cerviniventris","Passeriformes","Pycnonotidae","Phyllastrephus",0,"Phyllastrephus_cerviniventris","yes"
"6712","Phyllastrephus flavostriatus","BUL07_Phyllastrephus flavostriatus","Passeriformes","Pycnonotidae","Phyllastrephus",0,"Phyllastrephus_flavostriatus","yes"
"6716","Phyllastrephus icterinus","PHICT03_Phyllastrephus icterinus","Passeriformes","Pycnonotidae","Phyllastrephus",0,"Phyllastrephus_icterinus","yes"
"6723","Phylloscopus armandii","HLW1_Phylloscopus armandii","Passeriformes","Sylviidae","Phylloscopus",0,"Phylloscopus_armandii","yes"
"6724","Phylloscopus borealis","COLL2_Phylloscopus borealis","Passeriformes","Sylviidae","Phylloscopus",0,"Phylloscopus_borealis","yes"
"6735","Phylloscopus borealoides","HYPHI07_Phylloscopus borealoides","Passeriformes","Sylviidae","Phylloscopus",0,NA,NA
"6736","Phylloscopus brehmi","SFC8_Phylloscopus brehmi","Passeriformes","Sylviidae","Phylloscopus",0,"Phylloscopus_ibericus","no"
"6739","Phylloscopus canariensis","GRW09_Phylloscopus canariensis","Passeriformes","Sylviidae","Phylloscopus",0,NA,NA
"6742","Phylloscopus collybita","SYBOR02_Phylloscopus collybita","Passeriformes","Sylviidae","Phylloscopus",0,"Phylloscopus_collybita","yes"
"6757","Phylloscopus humei","CWT4_Phylloscopus humei","Passeriformes","Sylviidae","Phylloscopus",0,"Phylloscopus_humei","yes"
"6768","Phylloscopus inornatus","HLW1_Phylloscopus inornatus","Passeriformes","Sylviidae","Phylloscopus",0,"Phylloscopus_inornatus","yes"
"6771","Phylloscopus nitidus","ORW1_Phylloscopus nitidus","Passeriformes","Sylviidae","Phylloscopus",0,"Phylloscopus_nitidus","yes"
"6775","Phylloscopus occipitalis","LCLW1_Phylloscopus occipitalis","Passeriformes","Sylviidae","Phylloscopus",0,"Phylloscopus_occipitalis","yes"
"6777","Phylloscopus proregulus","BT5_Phylloscopus proregulus","Passeriformes","Sylviidae","Phylloscopus",0,"Phylloscopus_proregulus","yes"
"6786","Phylloscopus ruficapilla","AFR198_Phylloscopus ruficapilla","Passeriformes","Sylviidae","Phylloscopus",0,"Phylloscopus_ruficapilla","yes"
"6789","Phylloscopus sibilatrix","BT2_Phylloscopus sibilatrix","Passeriformes","Sylviidae","Phylloscopus",0,"Phylloscopus_sibilatrix","yes"
"6797","Phylloscopus sindianus","GW1_Phylloscopus sindianus","Passeriformes","Sylviidae","Phylloscopus",0,"Phylloscopus_sindianus","yes"
"6800","Phylloscopus trochiloides","EMSPO03_Phylloscopus trochiloides","Passeriformes","Sylviidae","Phylloscopus",0,"Phylloscopus_trochiloides","yes"
