"","species","id","Lineage_Name","parasiteGenus","order","family","genus","record","Pr","Jetz.species","match"
"6455","Pericrocotus erythropygius","PICAN01_Pericrocotus erythropygius","PICAN01","Plasmodium","Passeriformes","Campephagidae","Pericrocotus",1,0,"Pericrocotus_erythropygius","yes"
"6456","Periparus ater","PERATE04_Periparus ater","PERATE04","Leucocytozoon","Passeriformes","Paridae","Periparus",1,0,"Parus_ater","no"
"6457","Periparus ater","PARUS4_Periparus ater","PARUS4","Leucocytozoon","Passeriformes","Paridae","Periparus",1,0,"Parus_ater","no"
"6458","Periparus ater","ACAGR1_Periparus ater","ACAGR1","Plasmodium","Passeriformes","Paridae","Periparus",1,0,"Parus_ater","no"
"6459","Periparus ater","PERATE07_Periparus ater","PERATE07","Leucocytozoon","Passeriformes","Paridae","Periparus",1,0,"Parus_ater","no"
"6460","Periparus ater","PERATE02_Periparus ater","PERATE02","Leucocytozoon","Passeriformes","Paridae","Periparus",1,0,"Parus_ater","no"
"6461","Periparus ater","PARUS1_Periparus ater","PARUS1","Haemoproteus","Passeriformes","Paridae","Periparus",4,0,"Parus_ater","no"
"6462","Periparus ater","PERATE05_Periparus ater","PERATE05","Plasmodium","Passeriformes","Paridae","Periparus",1,0,"Parus_ater","no"
"6463","Periparus ater","PARUS8_Periparus ater","PARUS8","Leucocytozoon","Passeriformes","Paridae","Periparus",1,0,"Parus_ater","no"
"6464","Periparus ater","PERATE06_Periparus ater","PERATE06","Leucocytozoon","Passeriformes","Paridae","Periparus",2,0,"Parus_ater","no"
"6465","Periparus ater","WW2_Periparus ater","WW2","Haemoproteus","Passeriformes","Paridae","Periparus",1,0,"Parus_ater","no"
"6466","Periparus ater","LK06_Periparus ater","LK06","Plasmodium","Passeriformes","Paridae","Periparus",1,0,"Parus_ater","no"
"6467","Periparus ater","SGS1_Periparus ater","SGS1","Plasmodium","Passeriformes","Paridae","Periparus",12,1,"Parus_ater","no"
"6468","Periparus ater","PARUS19_Periparus ater","PARUS19","Leucocytozoon","Passeriformes","Paridae","Periparus",5,0,"Parus_ater","no"
"6469","Periparus ater","TURDUS1_Periparus ater","TURDUS1","Plasmodium","Passeriformes","Paridae","Periparus",5,0,"Parus_ater","no"
"6470","Periparus ater","GRW11_Periparus ater","GRW11","Plasmodium","Passeriformes","Paridae","Periparus",3,1,"Parus_ater","no"
"6471","Periparus ater","SW2_Periparus ater","SW2","Plasmodium","Passeriformes","Paridae","Periparus",1,0,"Parus_ater","no"
"6472","Periparus ater","PERATE08_Periparus ater","PERATE08","Leucocytozoon","Passeriformes","Paridae","Periparus",1,0,"Parus_ater","no"
"6473","Periparus ater","PERATE03_Periparus ater","PERATE03","Leucocytozoon","Passeriformes","Paridae","Periparus",1,0,"Parus_ater","no"
"6474","Periparus ater","BT7_Periparus ater","BT7","Plasmodium","Passeriformes","Paridae","Periparus",2,0,"Parus_ater","no"
"6475","Periparus ater","PERATE09_Periparus ater","PERATE09","Leucocytozoon","Passeriformes","Paridae","Periparus",2,0,"Parus_ater","no"
"6476","Periparus ater","PARUS7_Periparus ater","PARUS7","Leucocytozoon","Passeriformes","Paridae","Periparus",2,0,"Parus_ater","no"
"6477","Periparus ater","PERATE01_Periparus ater","PERATE01","Leucocytozoon","Passeriformes","Paridae","Periparus",1,0,"Parus_ater","no"
"6478","Perisoreus canadensis","PERCAN04_Perisoreus canadensis","PERCAN04","Leucocytozoon","Passeriformes","Corvidae","Perisoreus",1,0,"Perisoreus_canadensis","yes"
"6479","Perisoreus canadensis","PERCAN06_Perisoreus canadensis","PERCAN06","Haemoproteus","Passeriformes","Corvidae","Perisoreus",1,0,"Perisoreus_canadensis","yes"
"6480","Perisoreus canadensis","SPIARB01_Perisoreus canadensis","SPIARB01","Haemoproteus","Passeriformes","Corvidae","Perisoreus",1,0,"Perisoreus_canadensis","yes"
"6481","Perisoreus canadensis","PERCAN05_Perisoreus canadensis","PERCAN05","Leucocytozoon","Passeriformes","Corvidae","Perisoreus",1,0,"Perisoreus_canadensis","yes"
"6482","Perisoreus canadensis","PERCAN11_Perisoreus canadensis","PERCAN11","Haemoproteus","Passeriformes","Corvidae","Perisoreus",1,0,"Perisoreus_canadensis","yes"
"6483","Perisoreus canadensis","PERCAN08_Perisoreus canadensis","PERCAN08","Haemoproteus","Passeriformes","Corvidae","Perisoreus",1,0,"Perisoreus_canadensis","yes"
"6484","Perisoreus canadensis","PERCAN02_Perisoreus canadensis","PERCAN02","Leucocytozoon","Passeriformes","Corvidae","Perisoreus",1,0,"Perisoreus_canadensis","yes"
"6485","Perisoreus canadensis","PERCAN01_Perisoreus canadensis","PERCAN01","Leucocytozoon","Passeriformes","Corvidae","Perisoreus",5,0,"Perisoreus_canadensis","yes"
"6486","Perisoreus canadensis","PERCAN07_Perisoreus canadensis","PERCAN07","Haemoproteus","Passeriformes","Corvidae","Perisoreus",1,0,"Perisoreus_canadensis","yes"
"6487","Perisoreus canadensis","PERCAN09_Perisoreus canadensis","PERCAN09","Haemoproteus","Passeriformes","Corvidae","Perisoreus",1,0,"Perisoreus_canadensis","yes"
"6488","Perisoreus canadensis","PERCAN10_Perisoreus canadensis","PERCAN10","Haemoproteus","Passeriformes","Corvidae","Perisoreus",2,0,"Perisoreus_canadensis","yes"
"6489","Perisoreus canadensis","PERCAN03_Perisoreus canadensis","PERCAN03","Leucocytozoon","Passeriformes","Corvidae","Perisoreus",1,0,"Perisoreus_canadensis","yes"
"6490","Perisoreus canadensis","ROFI6_Perisoreus canadensis","ROFI6","Leucocytozoon","Passeriformes","Corvidae","Perisoreus",1,0,"Perisoreus_canadensis","yes"
"6491","Perisoreus canadensis","STOCC06_Perisoreus canadensis","STOCC06","Leucocytozoon","Passeriformes","Corvidae","Perisoreus",1,0,"Perisoreus_canadensis","yes"
"6492","Petrochelidon pyrrhonota","BT7_Petrochelidon pyrrhonota","BT7","Plasmodium","Passeriformes","Hirundinidae","Petrochelidon",1,0,"Petrochelidon_pyrrhonota","yes"
"6493","Petrochelidon pyrrhonota","DENPET03_Petrochelidon pyrrhonota","DENPET03","Plasmodium","Passeriformes","Hirundinidae","Petrochelidon",1,0,"Petrochelidon_pyrrhonota","yes"
"6494","Petrochelidon pyrrhonota","GRW04_Petrochelidon pyrrhonota","GRW04","Plasmodium","Passeriformes","Hirundinidae","Petrochelidon",1,1,"Petrochelidon_pyrrhonota","yes"
"6495","Petrochelidon pyrrhonota","PETPYR01_Petrochelidon pyrrhonota","PETPYR01","Haemoproteus","Passeriformes","Hirundinidae","Petrochelidon",1,0,"Petrochelidon_pyrrhonota","yes"
"6496","Petroica australis","SYAT05_Petroica australis","SYAT05","Plasmodium","Passeriformes","Petroicidae","Petroica",1,0,"Petroica_australis","yes"
"6497","Petroica australis","GRW06_Petroica australis","GRW06","Plasmodium","Passeriformes","Petroicidae","Petroica",1,0,"Petroica_australis","yes"
"6498","Petroica longipes","GRW06_Petroica longipes","GRW06","Plasmodium","Passeriformes","Petroicidae","Petroica",1,0,"Petroica_australis","no"
"6499","Petroica macrocephala","SYAT05_Petroica macrocephala","SYAT05","Plasmodium","Passeriformes","Petroicidae","Petroica",2,0,"Petroica_macrocephala","yes"
"6500","Petronia dentata","BUPE1_Petronia dentata","BUPE1","Haemoproteus","Passeriformes","Passeridae","Petronia",1,0,"Petronia_dentata","yes"
"6501","Petronia dentata","GYMDEN01_Petronia dentata","GYMDEN01","Haemoproteus","Passeriformes","Passeridae","Petronia",1,0,"Petronia_dentata","yes"
"6502","Petronia petronia","PETPET02_Petronia petronia","PETPET02","Haemoproteus","Passeriformes","Passeridae","Petronia",1,0,NA,NA
"6503","Petronia petronia","PETPET01_Petronia petronia","PETPET01","Haemoproteus","Passeriformes","Passeridae","Petronia",1,0,NA,NA
"6504","Peucedramus taeniatus","ALEDIA01_Peucedramus taeniatus","ALEDIA01","Plasmodium","Passeriformes","Fringillidae","Peucedramus",1,0,NA,NA
"6505","Phaenicophilus palmarum","PHALA01_Phaenicophilus palmarum","PHALA01","Haemoproteus","Passeriformes","Fringillidae","Phaenicophilus",1,0,"Phaenicophilus_palmarum","yes"
"6506","Phaenicophilus palmarum","PHALA02_Phaenicophilus palmarum","PHALA02","Leucocytozoon","Passeriformes","Fringillidae","Phaenicophilus",1,0,"Phaenicophilus_palmarum","yes"
"6507","Phaeomyias murina","PHPAT01_Phaeomyias murina","PHPAT01","Plasmodium","Passeriformes","Tyrannidae","Phaeomyias",2,0,"Phaeomyias_murina","yes"
"6508","Phaeomyias murina","PESA01_Phaeomyias murina","PESA01","Plasmodium","Passeriformes","Tyrannidae","Phaeomyias",1,0,"Phaeomyias_murina","yes"
"6509","Phaeomyias murina","MYISWA01_Phaeomyias murina","MYISWA01","Haemoproteus","Passeriformes","Tyrannidae","Phaeomyias",1,0,"Phaeomyias_murina","yes"
"6510","Phaeomyias murina","TOFLA01_Phaeomyias murina","TOFLA01","Plasmodium","Passeriformes","Tyrannidae","Phaeomyias",1,0,"Phaeomyias_murina","yes"
"6511","Phaeothlypis fulvicauda","PADOM09_Phaeothlypis fulvicauda","PADOM09","Plasmodium","Passeriformes","Fringillidae","Phaeothlypis",1,0,"Phaeothlypis_fulvicauda","yes"
"6512","Phaeothlypis fulvicauda","PHAFUL01_Phaeothlypis fulvicauda","PHAFUL01","Plasmodium","Passeriformes","Fringillidae","Phaeothlypis",1,0,"Phaeothlypis_fulvicauda","yes"
"6513","Phaethornis baroni","TROAED15_Phaethornis baroni","TROAED15","Haemoproteus","Trochiliformes","Trochilidae","Phaethornis",1,0,"Phaethornis_longirostris","no"
"6514","Phaethornis griseogularis","TROAED20_Phaethornis griseogularis","TROAED20","Haemoproteus","Trochiliformes","Trochilidae","Phaethornis",1,0,"Phaethornis_griseogularis","yes"
"6515","Phaethornis guy","PHASYR02_Phaethornis guy","PHASYR02","Plasmodium","Trochiliformes","Trochilidae","Phaethornis",1,0,"Phaethornis_guy","yes"
"6516","Phaethornis guy","TROAED20_Phaethornis guy","TROAED20","Haemoproteus","Trochiliformes","Trochilidae","Phaethornis",2,0,"Phaethornis_guy","yes"
"6517","Phaethornis guy","EUTAQU01_Phaethornis guy","EUTAQU01","Plasmodium","Trochiliformes","Trochilidae","Phaethornis",2,0,"Phaethornis_guy","yes"
"6518","Phaethornis guy","TROAED15_Phaethornis guy","TROAED15","Haemoproteus","Trochiliformes","Trochilidae","Phaethornis",4,0,"Phaethornis_guy","yes"
"6519","Phaethornis hispidus","COHEL01_Phaethornis hispidus","COHEL01","Leucocytozoon","Trochiliformes","Trochilidae","Phaethornis",1,0,NA,NA
"6520","Phaethornis hispidus","TROAED20_Phaethornis hispidus","TROAED20","Haemoproteus","Trochiliformes","Trochilidae","Phaethornis",1,0,NA,NA
"6521","Phaethornis malaris","PHAMAL02_Phaethornis malaris","PHAMAL02","Plasmodium","Trochiliformes","Trochilidae","Phaethornis",1,0,"Phaethornis_malaris","yes"
"6522","Phaethornis malaris","PHAE01_Phaethornis malaris","PHAE01","Plasmodium","Trochiliformes","Trochilidae","Phaethornis",1,0,"Phaethornis_malaris","yes"
"6523","Phaethornis malaris","TROAED20_Phaethornis malaris","TROAED20","Haemoproteus","Trochiliformes","Trochilidae","Phaethornis",1,0,"Phaethornis_malaris","yes"
"6524","Phaethornis malaris","BAEBIC02_Phaethornis malaris","BAEBIC02","Plasmodium","Trochiliformes","Trochilidae","Phaethornis",1,0,"Phaethornis_malaris","yes"
"6525","Phaethornis malaris","PHAMAL01_Phaethornis malaris","PHAMAL01","Haemoproteus","Trochiliformes","Trochilidae","Phaethornis",2,0,"Phaethornis_malaris","yes"
"6526","Phaethornis malaris","ANISOM02_Phaethornis malaris","ANISOM02","Haemoproteus","Trochiliformes","Trochilidae","Phaethornis",1,0,"Phaethornis_malaris","yes"
"6527","Phaethornis malaris","TROAED15_Phaethornis malaris","TROAED15","Haemoproteus","Trochiliformes","Trochilidae","Phaethornis",1,0,"Phaethornis_malaris","yes"
"6528","Phaethornis malaris","MYISWA01_Phaethornis malaris","MYISWA01","Haemoproteus","Trochiliformes","Trochilidae","Phaethornis",1,0,"Phaethornis_malaris","yes"
"6529","Phaethornis philippii","GEOTRY01_Phaethornis philippii","GEOTRY01","Haemoproteus","Trochiliformes","Trochilidae","Phaethornis",1,0,NA,NA
"6530","Phaethornis ruber","COETOR01_Phaethornis ruber","COETOR01","Plasmodium","Trochiliformes","Trochilidae","Phaethornis",1,0,NA,NA
"6531","Phaethornis ruber","TROAED20_Phaethornis ruber","TROAED20","Haemoproteus","Trochiliformes","Trochilidae","Phaethornis",1,0,NA,NA
"6532","Phaethornis ruber","PHARUB01_Phaethornis ruber","PHARUB01","Leucocytozoon","Trochiliformes","Trochilidae","Phaethornis",1,0,NA,NA
"6533","Phaethornis striigularis","PHASYR02_Phaethornis striigularis","PHASYR02","Plasmodium","Trochiliformes","Trochilidae","Phaethornis",1,0,"Phaethornis_striigularis","yes"
"6534","Phaethornis striigularis","TROAED15_Phaethornis striigularis","TROAED15","Haemoproteus","Trochiliformes","Trochilidae","Phaethornis",2,0,"Phaethornis_striigularis","yes"
"6535","Phaethornis striigularis","PHASYR01_Phaethornis striigularis","PHASYR01","Haemoproteus","Trochiliformes","Trochilidae","Phaethornis",1,0,"Phaethornis_striigularis","yes"
"6536","Phaethornis superciliosus","TROAED15_Phaethornis superciliosus","TROAED15","Haemoproteus","Trochiliformes","Trochilidae","Phaethornis",1,0,"Phaethornis_superciliosus","yes"
"6537","Phaethornis syrmatophorus","TROAED20_Phaethornis syrmatophorus","TROAED20","Haemoproteus","Trochiliformes","Trochilidae","Phaethornis",1,0,"Phaethornis_syrmatophorus","yes"
"6538","Phaethornis syrmatophorus","PHASYR01_Phaethornis syrmatophorus","PHASYR01","Haemoproteus","Trochiliformes","Trochilidae","Phaethornis",1,0,"Phaethornis_syrmatophorus","yes"
"6539","Phaethornis syrmatophorus","TROAED15_Phaethornis syrmatophorus","TROAED15","Haemoproteus","Trochiliformes","Trochilidae","Phaethornis",4,0,"Phaethornis_syrmatophorus","yes"
"6540","Phaethornis syrmatophorus","PHASYR02_Phaethornis syrmatophorus","PHASYR02","Plasmodium","Trochiliformes","Trochilidae","Phaethornis",1,0,"Phaethornis_syrmatophorus","yes"
"6541","Phaethornis syrmatophorus","PAPOL01_Phaethornis syrmatophorus","PAPOL01","Haemoproteus","Trochiliformes","Trochilidae","Phaethornis",1,0,"Phaethornis_syrmatophorus","yes"
"6542","Phaethornis syrmatophorus","TROAED02_Phaethornis syrmatophorus","TROAED02","Leucocytozoon","Trochiliformes","Trochilidae","Phaethornis",1,0,"Phaethornis_syrmatophorus","yes"
"6543","Phaethornis yaruqui","TROAED15_Phaethornis yaruqui","TROAED15","Haemoproteus","Trochiliformes","Trochilidae","Phaethornis",3,0,"Phaethornis_yaruqui","yes"
"6544","Phaethornis yaruqui","BASFUL01_Phaethornis yaruqui","BASFUL01","Plasmodium","Trochiliformes","Trochilidae","Phaethornis",1,0,"Phaethornis_yaruqui","yes"
"6545","Phalacrocorax brasilianus","PHABRA01_Phalacrocorax brasilianus","PHABRA01","Leucocytozoon","Pelecaniformes","Phalacrocoracidae","Phalacrocorax",4,0,NA,NA
"6546","Phalacrocorax brasilianus","ZEMAC01_Phalacrocorax brasilianus","ZEMAC01","Plasmodium","Pelecaniformes","Phalacrocoracidae","Phalacrocorax",4,0,NA,NA
"6547","Phalacrocorax carbo","ORW1_Phalacrocorax carbo","ORW1","Plasmodium","Pelecaniformes","Phalacrocoracidae","Phalacrocorax",1,0,"Phalacrocorax_carbo","yes"
"6548","Phalacrocorax carbo","TUSW04_Phalacrocorax carbo","TUSW04","Leucocytozoon","Pelecaniformes","Phalacrocoracidae","Phalacrocorax",1,0,"Phalacrocorax_carbo","yes"
"6549","Phalacrocorax carbo","PHACAR01_Phalacrocorax carbo","PHACAR01","Plasmodium","Pelecaniformes","Phalacrocoracidae","Phalacrocorax",1,0,"Phalacrocorax_carbo","yes"
"6550","Phalacrocorax carbo","PHACAR02_Phalacrocorax carbo","PHACAR02","Leucocytozoon","Pelecaniformes","Phalacrocoracidae","Phalacrocorax",1,0,"Phalacrocorax_carbo","yes"
"6551","Phalacrocorax carbo","ANSIND01_Phalacrocorax carbo","ANSIND01","Haemoproteus","Pelecaniformes","Phalacrocoracidae","Phalacrocorax",1,0,"Phalacrocorax_carbo","yes"
"6552","Phalacrocorax carbo","SW2_Phalacrocorax carbo","SW2","Plasmodium","Pelecaniformes","Phalacrocoracidae","Phalacrocorax",1,0,"Phalacrocorax_carbo","yes"
"6553","Phasianus colchicus","PADOM02_Phasianus colchicus","PADOM02","Plasmodium","Galliformes","Phasianidae","Phasianus",1,0,"Phasianus_colchicus","yes"
"6554","Phasidus niger","AGNIG02_Phasidus niger","AGNIG02","Haemoproteus","Galliformes","Numididae","Agelastes",1,0,"Agelastes_niger","no"
"6555","Phedina borbonica","GRW09_Phedina borbonica","GRW09","Plasmodium","Passeriformes","Hirundinidae","Phedina",2,0,"Phedina_borbonica","yes"
"6556","Pheucticus chrysogaster","GEOFRE01_Pheucticus chrysogaster","GEOFRE01","Haemoproteus","Passeriformes","Fringillidae","Pheucticus",1,0,NA,NA
"6557","Pheucticus chrysogaster","PADOM11_Pheucticus chrysogaster","PADOM11","Plasmodium","Passeriformes","Fringillidae","Pheucticus",1,0,NA,NA
"6558","Pheucticus chrysogaster","BUTMO01_Pheucticus chrysogaster","BUTMO01","Leucocytozoon","Passeriformes","Fringillidae","Pheucticus",1,0,NA,NA
"6559","Pheucticus chrysogaster","PHECHR02_Pheucticus chrysogaster","PHECHR02","Leucocytozoon","Passeriformes","Fringillidae","Pheucticus",1,0,NA,NA
"6560","Pheucticus chrysogaster","PHECHR03_Pheucticus chrysogaster","PHECHR03","Plasmodium","Passeriformes","Fringillidae","Pheucticus",1,0,NA,NA
"6561","Pheucticus chrysogaster","PHECHR04_Pheucticus chrysogaster","PHECHR04","Plasmodium","Passeriformes","Fringillidae","Pheucticus",1,0,NA,NA
"6562","Pheucticus chrysogaster","PHEMEL02_Pheucticus chrysogaster","PHEMEL02","Haemoproteus","Passeriformes","Fringillidae","Pheucticus",2,0,NA,NA
"6563","Pheucticus chrysogaster","PHECHR01_Pheucticus chrysogaster","PHECHR01","Leucocytozoon","Passeriformes","Fringillidae","Pheucticus",1,0,NA,NA
"6564","Pheucticus ludovicianus","PIRFLA02_Pheucticus ludovicianus","PIRFLA02","Leucocytozoon","Passeriformes","Fringillidae","Pheucticus",1,0,NA,NA
"6565","Pheucticus ludovicianus","GEOTRI01_Pheucticus ludovicianus","GEOTRI01","Plasmodium","Passeriformes","Fringillidae","Pheucticus",1,0,NA,NA
"6566","Pheucticus ludovicianus","PADOM11_Pheucticus ludovicianus","PADOM11","Plasmodium","Passeriformes","Fringillidae","Pheucticus",2,0,NA,NA
"6567","Pheucticus ludovicianus","CATUST06_Pheucticus ludovicianus","CATUST06","Plasmodium","Passeriformes","Fringillidae","Pheucticus",1,0,NA,NA
"6568","Pheucticus ludovicianus","DUMCAR01_Pheucticus ludovicianus","DUMCAR01","Leucocytozoon","Passeriformes","Fringillidae","Pheucticus",2,0,NA,NA
"6569","Pheucticus ludovicianus","PHELUD01_Pheucticus ludovicianus","PHELUD01","Leucocytozoon","Passeriformes","Fringillidae","Pheucticus",2,0,NA,NA
"6570","Pheucticus ludovicianus","PHEMEL02_Pheucticus ludovicianus","PHEMEL02","Haemoproteus","Passeriformes","Fringillidae","Pheucticus",1,0,NA,NA
"6571","Pheucticus ludovicianus","WW3_Pheucticus ludovicianus","WW3","Plasmodium","Passeriformes","Fringillidae","Pheucticus",2,0,NA,NA
"6572","Pheucticus melanocephalus","PHEMEL01_Pheucticus melanocephalus","PHEMEL01","Leucocytozoon","Passeriformes","Fringillidae","Pheucticus",1,0,"Pheucticus_melanocephalus","yes"
"6573","Pheucticus melanocephalus","PHEMEL02_Pheucticus melanocephalus","PHEMEL02","Haemoproteus","Passeriformes","Fringillidae","Pheucticus",2,0,"Pheucticus_melanocephalus","yes"
"6574","Pheucticus melanocephalus","SEIAUR01_Pheucticus melanocephalus","SEIAUR01","Plasmodium","Passeriformes","Fringillidae","Pheucticus",1,0,"Pheucticus_melanocephalus","yes"
"6575","Pheucticus melanocephalus","EMPALN01_Pheucticus melanocephalus","EMPALN01","Leucocytozoon","Passeriformes","Fringillidae","Pheucticus",1,0,"Pheucticus_melanocephalus","yes"
"6576","Pheucticus melanocephalus","GASAN01_Pheucticus melanocephalus","GASAN01","Plasmodium","Passeriformes","Fringillidae","Pheucticus",1,0,"Pheucticus_melanocephalus","yes"
"6577","Pheugopedius eisenmanni","ZOCAP15_Pheugopedius eisenmanni","ZOCAP15","Haemoproteus","Passeriformes","Certhiidae","Pheugopedius",1,0,NA,NA
"6578","Pheugopedius eisenmanni","CAMRUB03_Pheugopedius eisenmanni","CAMRUB03","Haemoproteus","Passeriformes","Certhiidae","Pheugopedius",1,0,NA,NA
"6579","Pheugopedius eisenmanni","TROAED20_Pheugopedius eisenmanni","TROAED20","Haemoproteus","Passeriformes","Certhiidae","Pheugopedius",1,0,NA,NA
"6580","Pheugopedius eisenmanni","OCHRUF04_Pheugopedius eisenmanni","OCHRUF04","Leucocytozoon","Passeriformes","Certhiidae","Pheugopedius",1,0,NA,NA
"6581","Pheugopedius eisenmanni","PHEEIS01_Pheugopedius eisenmanni","PHEEIS01","Haemoproteus","Passeriformes","Certhiidae","Pheugopedius",1,0,NA,NA
"6582","Pheugopedius eisenmanni","TROAED02_Pheugopedius eisenmanni","TROAED02","Leucocytozoon","Passeriformes","Certhiidae","Pheugopedius",1,0,NA,NA
"6583","Pheugopedius eisenmanni","PHEEIS02_Pheugopedius eisenmanni","PHEEIS02","Leucocytozoon","Passeriformes","Certhiidae","Pheugopedius",1,0,NA,NA
"6584","Pheugopedius genibarbis","CANLEU01_Pheugopedius genibarbis","CANLEU01","Plasmodium","Passeriformes","Certhiidae","Pheugopedius",1,0,"Thryothorus_genibarbis","no"
"6585","Pheugopedius genibarbis","PHEGEN01_Pheugopedius genibarbis","PHEGEN01","Plasmodium","Passeriformes","Certhiidae","Pheugopedius",1,0,"Thryothorus_genibarbis","no"
"6586","Pheugopedius genibarbis","PADOM09_Pheugopedius genibarbis","PADOM09","Plasmodium","Passeriformes","Certhiidae","Pheugopedius",1,0,"Thryothorus_genibarbis","no"
"6587","Philemon buceroides","PHIBUC01_Philemon buceroides","PHIBUC01","Haemoproteus","Passeriformes","Meliphagidae","Philemon",1,0,"Philemon_buceroides","yes"
"6588","Philepitta castanea","GRW09_Philepitta castanea","GRW09","Plasmodium","Passeriformes","Philepittidae","Philepitta",3,0,"Philepitta_castanea","yes"
"6589","Philepitta castanea","PHICAS01_Philepitta castanea","PHICAS01","Leucocytozoon","Passeriformes","Philepittidae","Philepitta",1,0,"Philepitta_castanea","yes"
"6590","Philepitta castanea","GRW04_Philepitta castanea","GRW04","Plasmodium","Passeriformes","Philepittidae","Philepitta",2,1,"Philepitta_castanea","yes"
"6591","Philepitta castanea","ZOSMAD01_Philepitta castanea","ZOSMAD01","Haemoproteus","Passeriformes","Philepittidae","Philepitta",1,0,"Philepitta_castanea","yes"
"6592","Philepitta castanea","HYPMA02_Philepitta castanea","HYPMA02","Leucocytozoon","Passeriformes","Philepittidae","Philepitta",1,0,"Philepitta_castanea","yes"
"6593","Philesturnus carunculatus","BELL01_Philesturnus carunculatus","BELL01","Plasmodium","Passeriformes","Callaeatidae","Creadion",2,0,"Philesturnus_carunculatus","yes"
"6594","Philesturnus carunculatus","PHICAR01_Philesturnus carunculatus","PHICAR01","Plasmodium","Passeriformes","Callaeatidae","Creadion",1,0,"Philesturnus_carunculatus","yes"
"6595","Philesturnus carunculatus","GRW06_Philesturnus carunculatus","GRW06","Plasmodium","Passeriformes","Callaeatidae","Creadion",3,0,"Philesturnus_carunculatus","yes"
"6596","Philohydor lictor","PHILIC01_Philohydor lictor","PHILIC01","Leucocytozoon","Passeriformes","Tyrannidae","Philohydor",1,0,NA,NA
"6597","Philomachus pugnax","TURDUS1_Philomachus pugnax","TURDUS1","Plasmodium","Charadriiformes","Scolopacidae","Philomachus",1,0,"Philomachus_pugnax","yes"
"6598","Philomachus pugnax","TERUF02_Philomachus pugnax","TERUF02","Plasmodium","Charadriiformes","Scolopacidae","Philomachus",1,0,"Philomachus_pugnax","yes"
"6599","Philomachus pugnax","GRW11_Philomachus pugnax","GRW11","Plasmodium","Charadriiformes","Scolopacidae","Philomachus",1,1,"Philomachus_pugnax","yes"
"6600","Philomachus pugnax","GRW02_Philomachus pugnax","GRW02","Plasmodium","Charadriiformes","Scolopacidae","Philomachus",1,0,"Philomachus_pugnax","yes"
"6601","Philomachus pugnax","MW1_Philomachus pugnax","MW1","Haemoproteus","Charadriiformes","Scolopacidae","Philomachus",1,0,"Philomachus_pugnax","yes"
"6602","Philomachus pugnax","MILANS05_Philomachus pugnax","MILANS05","Plasmodium","Charadriiformes","Scolopacidae","Philomachus",2,0,"Philomachus_pugnax","yes"
"6603","Philomachus pugnax","PIOLI01_Philomachus pugnax","PIOLI01","Haemoproteus","Charadriiformes","Scolopacidae","Philomachus",1,0,"Philomachus_pugnax","yes"
"6604","Philydor erythrocercum","ZOCAP15_Philydor erythrocercum","ZOCAP15","Haemoproteus","Passeriformes","Furnariidae","Philydor",1,0,NA,NA
"6605","Philydor erythrocercum","HELAUR01_Philydor erythrocercum","HELAUR01","Haemoproteus","Passeriformes","Furnariidae","Philydor",1,0,NA,NA
"6606","Philydor erythrocercum","SALMAX03_Philydor erythrocercum","SALMAX03","Haemoproteus","Passeriformes","Furnariidae","Philydor",1,0,NA,NA
"6607","Philydor erythrocercum","PHIERY07_Philydor erythrocercum","PHIERY07","Haemoproteus","Passeriformes","Furnariidae","Philydor",1,0,NA,NA
"6608","Philydor erythrocercum","AUTRUF01_Philydor erythrocercum","AUTRUF01","Haemoproteus","Passeriformes","Furnariidae","Philydor",1,0,NA,NA
"6609","Philydor erythrocercum","PHIERY06_Philydor erythrocercum","PHIERY06","Haemoproteus","Passeriformes","Furnariidae","Philydor",1,0,NA,NA
"6610","Philydor erythrocercum","DIUDIU11_Philydor erythrocercum","DIUDIU11","Leucocytozoon","Passeriformes","Furnariidae","Philydor",1,0,NA,NA
"6611","Philydor erythropterum","PHIERY02_Philydor erythropterum","PHIERY02","Plasmodium","Passeriformes","Furnariidae","Philydor",1,0,"Philydor_erythropterum","yes"
"6612","Philydor erythropterum","PHIERY01_Philydor erythropterum","PHIERY01","Plasmodium","Passeriformes","Furnariidae","Philydor",1,0,"Philydor_erythropterum","yes"
"6613","Philydor rufum","CONLIN05_Philydor rufum","CONLIN05","Plasmodium","Passeriformes","Furnariidae","Philydor",1,0,"Philydor_rufum","yes"
"6614","Phlegopsis erythroptera","PHIERY03_Phlegopsis erythroptera","PHIERY03","Plasmodium","Passeriformes","Thamnophilidae","Phlegopsis",1,0,"Phlegopsis_erythroptera","yes"
"6615","Phlegopsis nigromaculata","MYRMAX01_Phlegopsis nigromaculata","MYRMAX01","Plasmodium","Passeriformes","Thamnophilidae","Phlegopsis",1,0,"Phlegopsis_nigromaculata","yes"
"6616","Phlegopsis nigromaculata","AUTPAR01_Phlegopsis nigromaculata","AUTPAR01","Plasmodium","Passeriformes","Thamnophilidae","Phlegopsis",2,0,"Phlegopsis_nigromaculata","yes"
"6617","Phlegopsis nigromaculata","WILPOE02_Phlegopsis nigromaculata","WILPOE02","Plasmodium","Passeriformes","Thamnophilidae","Phlegopsis",1,0,"Phlegopsis_nigromaculata","yes"
