"","species","id","Lineage_Name","parasiteGenus","order","family","genus","record","Pr","Jetz.species","match"
"150","Acrocephalus palustris","RW3_Acrocephalus palustris","RW3","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",2,0,"Acrocephalus_palustris","yes"
"151","Acrocephalus palustris","SW2_Acrocephalus palustris","SW2","Plasmodium","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_palustris","yes"
"152","Acrocephalus palustris","GRW05_Acrocephalus palustris","GRW05","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_palustris","yes"
"153","Acrocephalus palustris","MW2_Acrocephalus palustris","MW2","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_palustris","yes"
"154","Acrocephalus palustris","RW1_Acrocephalus palustris","RW1","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_palustris","yes"
"155","Acrocephalus palustris","CWT4_Acrocephalus palustris","CWT4","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_palustris","yes"
"156","Acrocephalus palustris","MW1_Acrocephalus palustris","MW1","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",5,0,"Acrocephalus_palustris","yes"
"157","Acrocephalus rufescens","LSW1_Acrocephalus rufescens","LSW1","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_rufescens","yes"
"158","Acrocephalus schoenobaenus","SGS1_Acrocephalus schoenobaenus","SGS1","Plasmodium","Passeriformes","Sylviidae","Acrocephalus",2,1,"Acrocephalus_schoenobaenus","yes"
"159","Acrocephalus schoenobaenus","PARUS1_Acrocephalus schoenobaenus","PARUS1","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_schoenobaenus","yes"
"160","Acrocephalus schoenobaenus","GRW02_Acrocephalus schoenobaenus","GRW02","Plasmodium","Passeriformes","Sylviidae","Acrocephalus",3,0,"Acrocephalus_schoenobaenus","yes"
"161","Acrocephalus schoenobaenus","WW2_Acrocephalus schoenobaenus","WW2","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",2,0,"Acrocephalus_schoenobaenus","yes"
"162","Acrocephalus schoenobaenus","SW3_Acrocephalus schoenobaenus","SW3","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",9,0,"Acrocephalus_schoenobaenus","yes"
"163","Acrocephalus schoenobaenus","SW5_Acrocephalus schoenobaenus","SW5","Plasmodium","Passeriformes","Sylviidae","Acrocephalus",3,0,"Acrocephalus_schoenobaenus","yes"
"164","Acrocephalus schoenobaenus","GRW04_Acrocephalus schoenobaenus","GRW04","Plasmodium","Passeriformes","Sylviidae","Acrocephalus",2,1,"Acrocephalus_schoenobaenus","yes"
"165","Acrocephalus schoenobaenus","PHSIB1_Acrocephalus schoenobaenus","PHSIB1","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_schoenobaenus","yes"
"166","Acrocephalus schoenobaenus","MW1_Acrocephalus schoenobaenus","MW1","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_schoenobaenus","yes"
"167","Acrocephalus schoenobaenus","SW2_Acrocephalus schoenobaenus","SW2","Plasmodium","Passeriformes","Sylviidae","Acrocephalus",3,0,"Acrocephalus_schoenobaenus","yes"
"168","Acrocephalus schoenobaenus","RW1_Acrocephalus schoenobaenus","RW1","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",2,0,"Acrocephalus_schoenobaenus","yes"
"169","Acrocephalus schoenobaenus","TURDUS1_Acrocephalus schoenobaenus","TURDUS1","Plasmodium","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_schoenobaenus","yes"
"170","Acrocephalus schoenobaenus","SFC8_Acrocephalus schoenobaenus","SFC8","Leucocytozoon","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_schoenobaenus","yes"
"171","Acrocephalus schoenobaenus","GRW06_Acrocephalus schoenobaenus","GRW06","Plasmodium","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_schoenobaenus","yes"
"172","Acrocephalus schoenobaenus","ROBIN1_Acrocephalus schoenobaenus","ROBIN1","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",2,0,"Acrocephalus_schoenobaenus","yes"
"173","Acrocephalus schoenobaenus","RTSR1_Acrocephalus schoenobaenus","RTSR1","Plasmodium","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_schoenobaenus","yes"
"174","Acrocephalus schoenobaenus","SW4_Acrocephalus schoenobaenus","SW4","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_schoenobaenus","yes"
"175","Acrocephalus schoenobaenus","SW1_Acrocephalus schoenobaenus","SW1","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",6,0,"Acrocephalus_schoenobaenus","yes"
"176","Acrocephalus scirpaceus","RW3_Acrocephalus scirpaceus","RW3","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_scirpaceus","yes"
"177","Acrocephalus scirpaceus","WW2_Acrocephalus scirpaceus","WW2","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",2,0,"Acrocephalus_scirpaceus","yes"
"178","Acrocephalus scirpaceus","RW4_Acrocephalus scirpaceus","RW4","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_scirpaceus","yes"
"179","Acrocephalus scirpaceus","RTSR1_Acrocephalus scirpaceus","RTSR1","Plasmodium","Passeriformes","Sylviidae","Acrocephalus",3,0,"Acrocephalus_scirpaceus","yes"
"180","Acrocephalus scirpaceus","GRW01_Acrocephalus scirpaceus","GRW01","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_scirpaceus","yes"
"181","Acrocephalus scirpaceus","SW1_Acrocephalus scirpaceus","SW1","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",4,0,"Acrocephalus_scirpaceus","yes"
"182","Acrocephalus scirpaceus","ACDUM2_Acrocephalus scirpaceus","ACDUM2","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_scirpaceus","yes"
"183","Acrocephalus scirpaceus","GRW10_Acrocephalus scirpaceus","GRW10","Plasmodium","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_scirpaceus","yes"
"184","Acrocephalus scirpaceus","GRW04_Acrocephalus scirpaceus","GRW04","Plasmodium","Passeriformes","Sylviidae","Acrocephalus",3,1,"Acrocephalus_scirpaceus","yes"
"185","Acrocephalus scirpaceus","GRW06_Acrocephalus scirpaceus","GRW06","Plasmodium","Passeriformes","Sylviidae","Acrocephalus",4,0,"Acrocephalus_scirpaceus","yes"
"186","Acrocephalus scirpaceus","RW5_Acrocephalus scirpaceus","RW5","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_scirpaceus","yes"
"187","Acrocephalus scirpaceus","GRW11_Acrocephalus scirpaceus","GRW11","Plasmodium","Passeriformes","Sylviidae","Acrocephalus",2,1,"Acrocephalus_scirpaceus","yes"
"188","Acrocephalus scirpaceus","SGS1_Acrocephalus scirpaceus","SGS1","Plasmodium","Passeriformes","Sylviidae","Acrocephalus",5,1,"Acrocephalus_scirpaceus","yes"
"189","Acrocephalus scirpaceus","MW1_Acrocephalus scirpaceus","MW1","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",10,0,"Acrocephalus_scirpaceus","yes"
"190","Acrocephalus scirpaceus","REB11_Acrocephalus scirpaceus","REB11","Leucocytozoon","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_scirpaceus","yes"
"191","Acrocephalus scirpaceus","ANLAT10_Acrocephalus scirpaceus","ANLAT10","Leucocytozoon","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_scirpaceus","yes"
"192","Acrocephalus scirpaceus","HIPOL1_Acrocephalus scirpaceus","HIPOL1","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_scirpaceus","yes"
"193","Acrocephalus scirpaceus","WW1_Acrocephalus scirpaceus","WW1","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",2,0,"Acrocephalus_scirpaceus","yes"
"194","Acrocephalus scirpaceus","SW5_Acrocephalus scirpaceus","SW5","Plasmodium","Passeriformes","Sylviidae","Acrocephalus",4,0,"Acrocephalus_scirpaceus","yes"
"195","Acrocephalus scirpaceus","SW2_Acrocephalus scirpaceus","SW2","Plasmodium","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_scirpaceus","yes"
"196","Acrocephalus scirpaceus","PADOM05_Acrocephalus scirpaceus","PADOM05","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_scirpaceus","yes"
"197","Acrocephalus scirpaceus","ARW1_Acrocephalus scirpaceus","ARW1","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",10,0,"Acrocephalus_scirpaceus","yes"
"198","Acrocephalus scirpaceus","RW1_Acrocephalus scirpaceus","RW1","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",13,0,"Acrocephalus_scirpaceus","yes"
"199","Acrocephalus scirpaceus","RW2_Acrocephalus scirpaceus","RW2","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",2,0,"Acrocephalus_scirpaceus","yes"
"200","Acrocephalus scirpaceus","TURDUS2_Acrocephalus scirpaceus","TURDUS2","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_scirpaceus","yes"
"201","Acrocephalus sechellensis","GRW01_Acrocephalus sechellensis","GRW01","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",3,0,"Acrocephalus_sechellensis","yes"
"202","Acrocephalus stentoreus","GRW03_Acrocephalus stentoreus","GRW03","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",2,0,"Acrocephalus_stentoreus","yes"
"203","Acrocephalus stentoreus","BRW1_Acrocephalus stentoreus","BRW1","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",1,0,"Acrocephalus_stentoreus","yes"
"204","Acrocephalus stentoreus","ACSTE1_Acrocephalus stentoreus","ACSTE1","Haemoproteus","Passeriformes","Sylviidae","Acrocephalus",2,0,"Acrocephalus_stentoreus","yes"
"205","Actenoides lindsayi","ACTLIN03_Actenoides lindsayi","ACTLIN03","Haemoproteus","Coraciiformes","Alcedinidae","Actenoides",1,0,"Actenoides_lindsayi","yes"
"206","Actenoides lindsayi","ACTLIN05_Actenoides lindsayi","ACTLIN05","Leucocytozoon","Coraciiformes","Alcedinidae","Actenoides",1,0,"Actenoides_lindsayi","yes"
"207","Actenoides lindsayi","ACTLIN01_Actenoides lindsayi","ACTLIN01","Haemoproteus","Coraciiformes","Alcedinidae","Actenoides",1,0,"Actenoides_lindsayi","yes"
"208","Actenoides lindsayi","HALLIN01_Actenoides lindsayi","HALLIN01","Leucocytozoon","Coraciiformes","Alcedinidae","Actenoides",1,0,"Actenoides_lindsayi","yes"
"209","Actenoides lindsayi","ACTLIN06_Actenoides lindsayi","ACTLIN06","Leucocytozoon","Coraciiformes","Alcedinidae","Actenoides",1,0,"Actenoides_lindsayi","yes"
"210","Actenoides lindsayi","ACTLIN07_Actenoides lindsayi","ACTLIN07","Leucocytozoon","Coraciiformes","Alcedinidae","Actenoides",1,0,"Actenoides_lindsayi","yes"
"211","Actenoides lindsayi","ACTLIN04_Actenoides lindsayi","ACTLIN04","Leucocytozoon","Coraciiformes","Alcedinidae","Actenoides",1,0,"Actenoides_lindsayi","yes"
"212","Actenoides lindsayi","HALLIN02_Actenoides lindsayi","HALLIN02","Plasmodium","Coraciiformes","Alcedinidae","Actenoides",1,0,"Actenoides_lindsayi","yes"
"213","Actenoides lindsayi","ACTLIN02_Actenoides lindsayi","ACTLIN02","Haemoproteus","Coraciiformes","Alcedinidae","Actenoides",1,0,"Actenoides_lindsayi","yes"
"214","Actinodura egertoni","TROERY02_Actinodura egertoni","TROERY02","Haemoproteus","Passeriformes","Timaliidae","Actinodura",1,0,NA,NA
"215","Actitis macularia","ARRTAC05_Actitis macularia","ARRTAC05","Haemoproteus","Charadriiformes","Scolopacidae","Actitis",1,0,NA,NA
"216","Adelomyia melanogenys","TROAED15_Adelomyia melanogenys","TROAED15","Haemoproteus","Trochiliformes","Trochilidae","Adelomyia",3,0,"Adelomyia_melanogenys","yes"
"217","Adelomyia melanogenys","TROAED18_Adelomyia melanogenys","TROAED18","Haemoproteus","Trochiliformes","Trochilidae","Adelomyia",2,0,"Adelomyia_melanogenys","yes"
"218","Adelomyia melanogenys","HEAME01_Adelomyia melanogenys","HEAME01","Leucocytozoon","Trochiliformes","Trochilidae","Adelomyia",1,0,"Adelomyia_melanogenys","yes"
"219","Adelomyia melanogenys","ADEMEL02_Adelomyia melanogenys","ADEMEL02","Haemoproteus","Trochiliformes","Trochilidae","Adelomyia",1,0,"Adelomyia_melanogenys","yes"
"220","Adelomyia melanogenys","ZOCAP14_Adelomyia melanogenys","ZOCAP14","Haemoproteus","Trochiliformes","Trochilidae","Adelomyia",1,0,"Adelomyia_melanogenys","yes"
"221","Adelomyia melanogenys","PHEMEL02_Adelomyia melanogenys","PHEMEL02","Haemoproteus","Trochiliformes","Trochilidae","Adelomyia",1,0,"Adelomyia_melanogenys","yes"
"222","Adelomyia melanogenys","CATUST06_Adelomyia melanogenys","CATUST06","Plasmodium","Trochiliformes","Trochilidae","Adelomyia",1,0,"Adelomyia_melanogenys","yes"
"223","Adelomyia melanogenys","ADEMEL01_Adelomyia melanogenys","ADEMEL01","Haemoproteus","Trochiliformes","Trochilidae","Adelomyia",1,0,"Adelomyia_melanogenys","yes"
"224","Adelomyia melanogenys","TROAED20_Adelomyia melanogenys","TROAED20","Haemoproteus","Trochiliformes","Trochilidae","Adelomyia",2,0,"Adelomyia_melanogenys","yes"
"225","Aegithalos caudatus","ACAED02_Aegithalos caudatus","ACAED02","Haemoproteus","Passeriformes","Aegithalidae","Aegithalos",1,0,NA,NA
"226","Aegithalos caudatus","ACDUM2_Aegithalos caudatus","ACDUM2","Haemoproteus","Passeriformes","Aegithalidae","Aegithalos",1,0,NA,NA
"227","Aegithalos caudatus","AEGCAU01_Aegithalos caudatus","AEGCAU01","Haemoproteus","Passeriformes","Aegithalidae","Aegithalos",1,0,NA,NA
"228","Aegithalos caudatus","AEGCAU02_Aegithalos caudatus","AEGCAU02","Haemoproteus","Passeriformes","Aegithalidae","Aegithalos",1,0,NA,NA
"229","Aegithalos caudatus","AEGCAU03_Aegithalos caudatus","AEGCAU03","Leucocytozoon","Passeriformes","Aegithalidae","Aegithalos",1,0,NA,NA
"230","Aegithalos caudatus","AEGCAU04_Aegithalos caudatus","AEGCAU04","Leucocytozoon","Passeriformes","Aegithalidae","Aegithalos",1,0,NA,NA
"231","Aegithalos caudatus","AEGCAU05_Aegithalos caudatus","AEGCAU05","Haemoproteus","Passeriformes","Aegithalidae","Aegithalos",1,0,NA,NA
"232","Aegithalos caudatus","BT2_Aegithalos caudatus","BT2","Leucocytozoon","Passeriformes","Aegithalidae","Aegithalos",1,0,NA,NA
"233","Aegithalos caudatus","ROFI1_Aegithalos caudatus","ROFI1","Haemoproteus","Passeriformes","Aegithalidae","Aegithalos",2,0,NA,NA
"234","Aegithalos caudatus","HYBOR02_Aegithalos caudatus","HYBOR02","Leucocytozoon","Passeriformes","Aegithalidae","Aegithalos",1,0,NA,NA
"235","Aegithalos caudatus","PHSIB1_Aegithalos caudatus","PHSIB1","Haemoproteus","Passeriformes","Aegithalidae","Aegithalos",3,0,NA,NA
"236","Aegithalos concinnus","AEGCON01_Aegithalos concinnus","AEGCON01","Haemoproteus","Passeriformes","Aegithalidae","Aegithalos",1,0,NA,NA
"237","Aegithina tiphia","GLACUC02_Aegithina tiphia","GLACUC02","Plasmodium","Passeriformes","Aegithalidae","Aegithina",1,0,"Aegithina_tiphia","yes"
"238","Aegithina tiphia","AEGTIP01_Aegithina tiphia","AEGTIP01","Plasmodium","Passeriformes","Aegithalidae","Aegithina",1,0,"Aegithina_tiphia","yes"
"239","Aegolius acadicus","PADOM11_Aegolius acadicus","PADOM11","Plasmodium","Strigiformes","Strigidae","Aegolius",1,0,"Aegolius_acadicus","yes"
"240","Aegolius funereus","AEFUN01_Aegolius funereus","AEFUN01","Plasmodium","Strigiformes","Strigidae","Aegolius",1,0,"Aegolius_funereus","yes"
"241","Aegolius funereus","AEFUN03_Aegolius funereus","AEFUN03","Haemoproteus","Strigiformes","Strigidae","Aegolius",1,0,"Aegolius_funereus","yes"
"242","Aegolius funereus","ASOT06_Aegolius funereus","ASOT06","Leucocytozoon","Strigiformes","Strigidae","Aegolius",1,0,"Aegolius_funereus","yes"
"243","Aegolius funereus","BT2_Aegolius funereus","BT2","Leucocytozoon","Strigiformes","Strigidae","Aegolius",2,0,"Aegolius_funereus","yes"
"244","Aegolius funereus","STOCC06_Aegolius funereus","STOCC06","Leucocytozoon","Strigiformes","Strigidae","Aegolius",3,0,"Aegolius_funereus","yes"
"245","Aegolius funereus","AEFUN02_Aegolius funereus","AEFUN02","Leucocytozoon","Strigiformes","Strigidae","Aegolius",3,0,"Aegolius_funereus","yes"
"246","Aegolius funereus","TURDUS1_Aegolius funereus","TURDUS1","Plasmodium","Strigiformes","Strigidae","Aegolius",1,0,"Aegolius_funereus","yes"
"247","Aegypius monachus","AEGMO03_Aegypius monachus","AEGMO03","Plasmodium","Falconiformes","Accipitridae","Aegypius",1,0,"Aegypius_monachus","yes"
"248","Aegypius monachus","CIAE02_Aegypius monachus","CIAE02","Leucocytozoon","Falconiformes","Accipitridae","Aegypius",2,0,"Aegypius_monachus","yes"
"249","Aegypius monachus","AEMO02_Aegypius monachus","AEMO02","Leucocytozoon","Falconiformes","Accipitridae","Aegypius",2,0,"Aegypius_monachus","yes"
"250","Aegypius monachus","AEMO01_Aegypius monachus","AEMO01","Plasmodium","Falconiformes","Accipitridae","Aegypius",1,0,"Aegypius_monachus","yes"
"251","Agamia agami","AGAGA01_Agamia agami","AGAGA01","Plasmodium","Ciconiiformes","Ardeidae","Agamia",1,0,"Agamia_agami","yes"
"252","Agelaius phoeniceus","COLBF21_Agelaius phoeniceus","COLBF21","Leucocytozoon","Passeriformes","Icteridae","Agelaius",1,0,"Agelaius_phoeniceus","yes"
"253","Agelaius phoeniceus","SETCOR17_Agelaius phoeniceus","SETCOR17","Leucocytozoon","Passeriformes","Icteridae","Agelaius",1,0,"Agelaius_phoeniceus","yes"
"254","Agelaius phoeniceus","PADOM11_Agelaius phoeniceus","PADOM11","Plasmodium","Passeriformes","Icteridae","Agelaius",1,0,"Agelaius_phoeniceus","yes"
"255","Agelaius phoeniceus","SEIAUR01_Agelaius phoeniceus","SEIAUR01","Plasmodium","Passeriformes","Icteridae","Agelaius",2,0,"Agelaius_phoeniceus","yes"
"256","Agelaius phoeniceus","RWB01_Agelaius phoeniceus","RWB01","Plasmodium","Passeriformes","Icteridae","Agelaius",3,0,"Agelaius_phoeniceus","yes"
"257","Agelaius phoeniceus","QUIQUI01_Agelaius phoeniceus","QUIQUI01","Haemoproteus","Passeriformes","Icteridae","Agelaius",1,0,"Agelaius_phoeniceus","yes"
"258","Agelaius phoeniceus","DUMCAR01_Agelaius phoeniceus","DUMCAR01","Leucocytozoon","Passeriformes","Icteridae","Agelaius",1,0,"Agelaius_phoeniceus","yes"
"259","Agelaius phoeniceus","GEOTRI10_Agelaius phoeniceus","GEOTRI10","Leucocytozoon","Passeriformes","Icteridae","Agelaius",1,0,"Agelaius_phoeniceus","yes"
"260","Agelaius phoeniceus","CNEORN01_Agelaius phoeniceus","CNEORN01","Leucocytozoon","Passeriformes","Icteridae","Agelaius",1,0,"Agelaius_phoeniceus","yes"
"261","Agelaius phoeniceus","CARCAR05_Agelaius phoeniceus","CARCAR05","Leucocytozoon","Passeriformes","Icteridae","Agelaius",1,0,"Agelaius_phoeniceus","yes"
"262","Agelastes niger","AGNIG01_Agelastes niger","AGNIG01","Haemoproteus","Galliformes","Numididae","Agelastes",1,0,"Agelastes_niger","yes"
"263","Aglaeactis castelnaudii","OCHRUF02_Aglaeactis castelnaudii","OCHRUF02","Leucocytozoon","Trochiliformes","Trochilidae","Aglaeactis",2,0,NA,NA
"264","Aglaeactis castelnaudii","HEAME01_Aglaeactis castelnaudii","HEAME01","Leucocytozoon","Trochiliformes","Trochilidae","Aglaeactis",1,0,NA,NA
"265","Aglaeactis castelnaudii","CONCIN02_Aglaeactis castelnaudii","CONCIN02","Leucocytozoon","Trochiliformes","Trochilidae","Aglaeactis",1,0,NA,NA
"266","Aglaeactis castelnaudii","BAEBIC02_Aglaeactis castelnaudii","BAEBIC02","Plasmodium","Trochiliformes","Trochilidae","Aglaeactis",1,0,NA,NA
"267","Aglaeactis castelnaudii","TROAED06_Aglaeactis castelnaudii","TROAED06","Leucocytozoon","Trochiliformes","Trochilidae","Aglaeactis",1,0,NA,NA
"268","Aglaeactis castelnaudii","TROAED20_Aglaeactis castelnaudii","TROAED20","Haemoproteus","Trochiliformes","Trochilidae","Aglaeactis",2,0,NA,NA
"269","Aglaeactis cupripennis","BAEBIC02_Aglaeactis cupripennis","BAEBIC02","Plasmodium","Trochiliformes","Trochilidae","Aglaeactis",1,0,NA,NA
"270","Aglaeactis cupripennis","TROAED20_Aglaeactis cupripennis","TROAED20","Haemoproteus","Trochiliformes","Trochilidae","Aglaeactis",1,0,NA,NA
"271","Aglaiocercus kingi","TROAED02_Aglaiocercus kingi","TROAED02","Leucocytozoon","Trochiliformes","Trochilidae","Aglaiocercus",1,0,NA,NA
"272","Aglaiocercus kingi","TROAED20_Aglaiocercus kingi","TROAED20","Haemoproteus","Trochiliformes","Trochilidae","Aglaiocercus",2,0,NA,NA
"273","Aglaiocercus kingi","TROAED18_Aglaiocercus kingi","TROAED18","Haemoproteus","Trochiliformes","Trochilidae","Aglaiocercus",1,0,NA,NA
"274","Ailuroedus buccoides","GRW06_Ailuroedus buccoides","GRW06","Plasmodium","Passeriformes","Ptilonorhynchidae","Ailuroedus",1,0,NA,NA
"275","Ailuroedus melanotis","SCEDEN01_Ailuroedus melanotis","SCEDEN01","Plasmodium","Passeriformes","Ptilonorhynchidae","Ailuroedus",1,0,"Ailuroedus_melanotis","yes"
"276","Ailuroedus melanotis","AILMEL01_Ailuroedus melanotis","AILMEL01","Leucocytozoon","Passeriformes","Ptilonorhynchidae","Ailuroedus",1,0,"Ailuroedus_melanotis","yes"
"277","Ailuroedus melanotis","GRW06_Ailuroedus melanotis","GRW06","Plasmodium","Passeriformes","Ptilonorhynchidae","Ailuroedus",1,0,"Ailuroedus_melanotis","yes"
"278","Aix galericulata","AIXGAL01_Aix galericulata","AIXGAL01","Leucocytozoon","Anseriformes","Anatidae","Aix",1,0,NA,NA
"279","Alauda arvensis","SYAT05_Alauda arvensis","SYAT05","Plasmodium","Passeriformes","Alaudidae","Alauda",2,0,"Alauda_arvensis","yes"
"280","Alauda arvensis","MOALB01_Alauda arvensis","MOALB01","Plasmodium","Passeriformes","Alaudidae","Alauda",1,0,"Alauda_arvensis","yes"
"281","Alauda arvensis","ALARV03_Alauda arvensis","ALARV03","Haemoproteus","Passeriformes","Alaudidae","Alauda",1,0,"Alauda_arvensis","yes"
"282","Alauda arvensis","ALARV02_Alauda arvensis","ALARV02","Haemoproteus","Passeriformes","Alaudidae","Alauda",1,0,"Alauda_arvensis","yes"
"283","Alauda arvensis","SW2_Alauda arvensis","SW2","Plasmodium","Passeriformes","Alaudidae","Alauda",1,0,"Alauda_arvensis","yes"
"284","Alauda arvensis","ALARV04_Alauda arvensis","ALARV04","Plasmodium","Passeriformes","Alaudidae","Alauda",1,0,"Alauda_arvensis","yes"
"285","Alauda arvensis","ALARV01_Alauda arvensis","ALARV01","Haemoproteus","Passeriformes","Alaudidae","Alauda",1,0,"Alauda_arvensis","yes"
"286","Alauda arvensis","GRW11_Alauda arvensis","GRW11","Plasmodium","Passeriformes","Alaudidae","Alauda",1,1,"Alauda_arvensis","yes"
"287","Alauda arvensis","DELURB4_Alauda arvensis","DELURB4","Plasmodium","Passeriformes","Alaudidae","Alauda",1,0,"Alauda_arvensis","yes"
"288","Alauda arvensis","SGS1_Alauda arvensis","SGS1","Plasmodium","Passeriformes","Alaudidae","Alauda",2,1,"Alauda_arvensis","yes"
